squadra,nome,id_fantacalcio,status,note
Lecce,Danilo Veiga,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Gaspar,,TITOLARE,"E il titolare della difesa di Di Francesco; Siebert insegue. SOS Fanta guida 2026/27, pag. 2."
Lecce,Tiago Gabriel,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Gallo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Coulibaly,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Ngom,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Gorter. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Berisha,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Gandelman. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Pierotti,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Geubbels,5029,BALLOTTAGGIO,"E avanti a Stulic nella corsa alla maglia da centravanti. SOS Fanta guida 2026/27, pag. 4."
Lecce,N'Dri,7001,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Siebert,,BALLOTTAGGIO,"Alternativa in ballottaggio con Gaspar. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Gorter,,BALLOTTAGGIO,"Alternativa in ballottaggio con Ngom. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Gandelman,,BALLOTTAGGIO,"Alternativa in ballottaggio con Berisha. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Lecce,Stulic,7252,BALLOTTAGGIO,"Insegue Geubbels nella gerarchia del centravanti. SOS Fanta guida 2026/27, pag. 4."
Lecce,Maleh,,BALLOTTAGGIO,"Nella XI indicata per G1; alternativa reale in mediana. Fantacalcio.it probabili G1, agg. 22/08/2026"
Lecce,Ivan Ilic,,TITOLARE,"Arriva per essere titolare a centrocampo. SOS Fanta guida 2026/27, pag. 3."
Lecce,Fatah,,BALLOTTAGGIO,"Puo essere titolare sull'esterno offensivo. SOS Fanta guida 2026/27, pag. 4."
Milan,Maignan,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Gila,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Gabbia,4401,TITOLARE,"Il dualismo con De Winter per un posto in difesa e concreto. SOS Fanta guida 2026/27, pag. 2."
Milan,Pavlovic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Saelemaekers,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Chukwueze. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Modric,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Rabiot,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Moreira,,BALLOTTAGGIO,"Si gioca inizialmente il posto a sinistra con Bartesaghi. SOS Fanta guida 2026/27, pag. 3."
Milan,Pulisic,2423,TITOLARE,"SOS Fanta guida centrocampisti 2026/27: edema osseo e microfrattura, rischio avvio dalla panchina; titolare al recupero. Fonte utente."
Milan,Leao,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Chukwueze,4856,TITOLARE,"Alternativa in ballottaggio con Saelemaekers. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Jashari,,RISERVA,"Panchina/G1: alternativa di centrocampo. Fantacalcio.it probabili G1, agg. 22/08/2026"
Milan,Loftus-Cheek,,RISERVA,"Nella XI indicata per G1; alternativa tra mediana e trequarti. Fantacalcio.it probabili G1, agg. 22/08/2026"
Milan,De Winter,,BALLOTTAGGIO,"E in ballottaggio concreto con Gabbia dopo il maggiore spazio ricevuto. SOS Fanta guida 2026/27, pag. 2."
Milan,Ramos G.,6397,TITOLARE,SOS Fanta guida attaccanti 2026/27: nuovo centravanti titolare del Milan. Fonte utente.
Milan,Bartesaghi,6496,BALLOTTAGGIO,"Contende inizialmente a Moreira il posto sulla corsia sinistra. SOS Fanta guida 2026/27, pagg. 2-3."
Milan,Cissè A.,6618,BALLOTTAGGIO,"Non e titolare fisso, ma rimane nelle rotazioni di Amorim. SOS Fanta guida 2026/27, pag. 3."
Monza,Thiam,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Kouadio,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Delli Carri,2115,TITOLARE,"Probabile XI; ballottaggio con Lucchesi. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Carboni,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Birindelli,5838,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Tourè,,BALLOTTAGGIO,"Si gioca il posto con Birindelli e puo diventare titolare alla lunga. SOS Fanta guida 2026/27, pag. 3."
Monza,Akinsanmiro,6593,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Mangas,7485,TITOLARE,"Si gioca il posto sulla fascia sinistra con Azzi. SOS Fanta guida 2026/27, pag. 2."
Monza,Colpani,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Forson. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Mota,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Varela. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Cutrone,,BALLOTTAGGIO,"Puo giocarsi il posto da centravanti ma non e una prima scelta indiscussa. SOS Fanta guida 2026/27, pag. 4."
Monza,Lucchesi,,BALLOTTAGGIO,"Alternativa in ballottaggio con Delli Carri. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Forson,,BALLOTTAGGIO,"Alternativa in ballottaggio con Colpani. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Varela,,TITOLARE,"Parte come centravanti titolare del Monza. SOS Fanta guida 2026/27, pag. 4."
Monza,Robinson,,RISERVA,"Panchina G1 (55%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026"
Monza,Pessina,2741,TITOLARE,"Intoccabile quando disponibile, ma fuori fino a fine ottobre o inizio novembre. SOS Fanta guida 2026/27, pag. 3."
Monza,Azzi,,BALLOTTAGGIO,"Contende a Mangas il posto sulla fascia sinistra. SOS Fanta guida 2026/27, pag. 2."
Napoli,Meret,572,TITOLARE,"SOS Fanta guida portieri 2026/27: leggermente avanti su Milinkovic-Savic, situazione apertissima. Fonte utente."
Napoli,Di Lorenzo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Rrahmani,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Beukema,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Buongiorno. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Spinazzola,1852,TITOLARE,SOS Fanta guida difensori 2026/27: davanti a Olivera nella gerarchia iniziale. Fonte utente.
Napoli,De Bruyne,2517,TITOLARE,"Probabile XI; ballottaggio con Anguissa / Vergara. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Lobotka,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,McTominay,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Politano,536,BALLOTTAGGIO,"Inizia la stagione da titolare a destra nel tridente di Allegri. SOS Fanta guida 2026/27, pag. 3."
Napoli,Hojlund,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Alisson Santos,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Buongiorno,2724,RISERVA,"SOS Fanta guida difensori 2026/27: post menisco, rientro atteso dopo la sosta di novembre. Fonte utente."
Napoli,Olivera,,BALLOTTAGGIO,"Alternativa in ballottaggio con Spinazzola. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Anguissa,4220,BALLOTTAGGIO,"Alternativa in ballottaggio con De Bruyne. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Vergara,,BALLOTTAGGIO,"Alternativa in ballottaggio con De Bruyne. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Neres,,BALLOTTAGGIO,"Alternativa in ballottaggio con Politano. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Milinkovic-Savic V.,2170,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: di poco dietro Meret, situazione apertissima. Fonte utente."
Napoli,Badiashile,4664,BALLOTTAGGIO,"Per l'emergenza difensiva si gioca subito il posto. SOS Fanta guida 2026/27, pag. 2."
Napoli,Gilmour,5131,RISERVA,"E il vice di Lobotka in cabina di regia. SOS Fanta guida 2026/27, pag. 3."
Napoli,Giovane,7162,RISERVA,"Non sara titolare ed e un jolly nelle rotazioni offensive. SOS Fanta guida 2026/27, pag. 4."
Napoli,Lucca,6215,RISERVA,"Puo rimanere come vice Hojlund; gerarchia subordinata. SOS Fanta guida 2026/27, pag. 4."
Parma,Daffara,7411,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: Corvi avanti, Daffara alternativa da monitorare. Fonte utente."
Parma,Delprato,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Troilo,7235,TITOLARE,"Concorrenza elevata con Valenti e Ndiaye per una maglia in difesa. SOS Fanta guida 2026/27, pag. 2."
Parma,Valenti,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Valeri,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Keita,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Nicolussi Caviglia,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Sorensen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Bernabé,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Frigan,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Diallo. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Romero,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Elphege. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Tourè,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Corvi,6662,BALLOTTAGGIO,SOS Fanta guida portieri 2026/27: in pole su Daffara dopo il precampionato. Fonte utente.
Parma,Sorensen,,BALLOTTAGGIO,"Alternativa in ballottaggio con Nicolussi Caviglia. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Diallo,,BALLOTTAGGIO,"Alternativa in ballottaggio con Frigan. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Elphege,,BALLOTTAGGIO,"Alternativa in ballottaggio con Romero. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Ndiaye,,BALLOTTAGGIO,"Nella XI indicata per G1; alternativa reale tra difesa e fascia. Fantacalcio.it probabili G1, agg. 22/08/2026"
Roma,Svilar,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Mancini,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,N'Dicka,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Hermoso,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Koulierakis. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Molina,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Koné,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Cristante,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Wesley,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Dybala,309,TITOLARE,"Probabile XI; ballottaggio con Castro. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Mora,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Pellegrini. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Malen,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Koulierakis,,BALLOTTAGGIO,"Alternativa in ballottaggio con Hermoso. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Pellegrini,530,BALLOTTAGGIO,"Alternativa in ballottaggio con Mora. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Castro,,RISERVA,"Malen e davanti; Castro avra spazio nelle rotazioni e potra giocargli accanto. SOS Fanta guida 2026/27, pag. 4."
Roma,Pisilli,,RISERVA,"Panchina G1 (55%): alternativa di centrocampo/trequarti. Fantacalcio.it probabili G1, agg. 22/08/2026"
Roma,Rensch,,RISERVA,"Panchina G1 (60%): alternativa difensiva/fascia. Fantacalcio.it probabili G1, agg. 22/08/2026"
Roma,El Aynaoui,6271,RISERVA,"Non e titolare ed entra nelle rotazioni. SOS Fanta guida 2026/27, pag. 3."
Roma,Lulli,,RISERVA,"Molina e il titolare a destra; Lulli e la giovane alternativa. SOS Fanta guida 2026/27, pag. 2."
Roma,Soulè,5734,BALLOTTAGGIO,"Se rimane avra spazio nelle rotazioni, con molta concorrenza. SOS Fanta guida 2026/27, pag. 4."
Sassuolo,Muric,4236,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: leggermente avanti su Turati, gerarchia da definire. Fonte utente."
Sassuolo,Walukiewicz,4374,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Idzes,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Leysen,7564,BALLOTTAGGIO,"Probabile XI; ballottaggio con Candè. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Obrador,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Doig. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Bakola,7036,TITOLARE,"Probabile XI; ballottaggio con Thorstvedt. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Matic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Adzic,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Lipani. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Berardi,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Bowie,7347,TITOLARE,"Ha piu spazio dopo Pinamonti, ma Sebastiano Esposito parte favorito. SOS Fanta guida 2026/27, pag. 4."
Sassuolo,Laurientè,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Candè,,BALLOTTAGGIO,"Alternativa in ballottaggio con Leysen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Doig,,BALLOTTAGGIO,"Alternativa in ballottaggio con Obrador. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Thorstvedt,5844,BALLOTTAGGIO,"E indicato come titolare fisso del centrocampo neroverde. SOS Fanta guida 2026/27, pag. 3."
Sassuolo,Lipani,,BALLOTTAGGIO,"Alternativa in ballottaggio con Adzic. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Turati,4867,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: leggermente dietro Muric, gerarchia da definire. Fonte utente."
Sassuolo,Sebastiano Esposito,,TITOLARE,"E favorito su Bowie per il ruolo di centravanti o falso nove. SOS Fanta guida 2026/27, pag. 4."
Sassuolo,Dominguez B.,6895,RISERVA,"Parte dietro a Lauriente nelle gerarchie. SOS Fanta guida 2026/27, pag. 3."
Sassuolo,Konè I.,6717,RISERVA,"E fuori per infortunio; al recupero tornera titolare. SOS Fanta guida 2026/27, pag. 3."
Torino,Mascardi,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Comuzzo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Coco,6642,BALLOTTAGGIO,"E il perno incaricato di guidare la difesa a tre del Torino. SOS Fanta guida 2026/27, pag. 2."
Torino,Comert,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Pedersen,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Fortini. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Gineitis,6170,TITOLARE,"Si gioca un posto a centrocampo e non parte titolare fisso. SOS Fanta guida 2026/27, pag. 3."
Torino,Fitz-Jim,7535,TITOLARE,"Dovrebbe trovare spazio, ma non e indicato come titolare fisso. SOS Fanta guida 2026/27, pag. 3."
Torino,Cacciamani,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Casadei,5888,TITOLARE,"Probabile XI; ballottaggio con Oristanio. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Vlasic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Simeone,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Ismajli,,BALLOTTAGGIO,"Alternativa in ballottaggio con Coco. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Fortini,7069,TITOLARE,"Alternativa in ballottaggio con Pedersen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Oristanio,,BALLOTTAGGIO,"Alternativa in ballottaggio con Casadei. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Aboukhlal,,RISERVA,"Panchina G1 (55%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026"
Torino,Adams,,RISERVA,"Panchina G1 (60%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026"
Torino,Zapata D.,608,RISERVA,"Puo giocare con Simeone, ma non garantisce continuita dopo il recupero. SOS Fanta guida 2026/27, pag. 4."
Udinese,Okoye,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Bertola,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Palma. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Kabasele,,BALLOTTAGGIO,"Non e titolare inamovibile e si gioca il posto con Bertola e Mlacic. SOS Fanta guida 2026/27, pag. 2."
Udinese,Solet,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Vojvoda,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Piotrowski,7198,BALLOTTAGGIO,"Probabile XI; ballottaggio con Miller. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Karlstrom,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Kamara,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Zaniolo,2766,TITOLARE,"E una prima scelta offensiva, ma lo stop attuale lo terra fuori fino a fine settembre. SOS Fanta guida 2026/27, pag. 3."
Udinese,Ekkelenkamp,,TITOLARE,"Da mezzala e indicato come titolare; davanti giocano Zaniolo e Davis. SOS Fanta guida 2026/27, pag. 3."
Udinese,Davis,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Palma,,BALLOTTAGGIO,"Alternativa in ballottaggio con Bertola. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Unai Gomez,,RISERVA,"Ha davanti Zaniolo ed Ekkelenkamp nelle gerarchie. SOS Fanta guida 2026/27, pag. 3."
Udinese,Miller,,BALLOTTAGGIO,"Alternativa in ballottaggio con Piotrowski. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Arizala,,RISERVA,"Panchina G1 (55%): alternativa di fascia. Fantacalcio.it probabili G1, agg. 22/08/2026"
Udinese,Bayo,,RISERVA,"Panchina G1 (60%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026"
Udinese,Mlacic,7356,BALLOTTAGGIO,"Concorre con Kabasele e Bertola per un posto in difesa. SOS Fanta guida 2026/27, pag. 2."
Venezia,Stankovic,6248,TITOLARE,SOS Fanta guida portieri 2026/27: titolare indiscusso della neopromossa. Fonte utente.
Venezia,Schingtienne,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Bella-Kotchap,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Halhal,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Moreno. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Hainaut,6821,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Kike Perez,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Sohm. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Busio,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Basic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Haps,5695,TITOLARE,"Probabile XI; ballottaggio con Correia. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Yeboah,6904,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Akor Adams,,TITOLARE,"L'investimento lo pone avanti nelle gerarchie dell'attacco. SOS Fanta guida 2026/27, pag. 4."
Venezia,Moreno,,BALLOTTAGGIO,"Alternativa in ballottaggio con Halhal. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Correia,,BALLOTTAGGIO,"Alternativa in ballottaggio con Haps. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Sohm,5319,BALLOTTAGGIO,"Al Venezia ritrova esplicitamente il posto da titolare. SOS Fanta guida 2026/27, pag. 3."
Venezia,Rrahmani,7449,BALLOTTAGGIO,"E l'alternativa ad Akor Adams, indicato davanti nelle gerarchie. SOS Fanta guida 2026/27, pag. 4."
Venezia,Helgason,,RISERVA,"Panchina G1 (55%): alternativa di centrocampo. Fantacalcio.it probabili G1, agg. 22/08/2026"
Venezia,Adorante,4387,RISERVA,"Parte dietro ad Akor Adams ed e fermato da un infortunio. SOS Fanta guida 2026/27, pag. 4."
Torino,Perri,,TITOLARE,Lucas Perri è il nuovo portiere titolare del Torino.
Bologna,Theate,,TITOLARE,"Ora ci riprova, sulla carta sarà titolare e sarà appena più di un low cost."
Roma,Balerdi,,RISERVA,"Alla Roma non parte come titolare ma è un’alternativa, anche al fanta sarà così."
Atalanta,Kessiè,,TITOLARE,"Questo è uno dei motivi per cui si può considerare di fatto un secondo slot all’asta, l’altro motivo è che sulla carta sarà titolare."
Monza,Folorunsho,6252,BALLOTTAGGIO,"Dopo i 5 gol al Verona non si è più ripetuto, ci proverà al Monza con Juric che lo vede come titolare."
Como,Ricci,,BALLOTTAGGIO,"Non è comunque un titolare fisso, Fabregas lo alternerà con gli altri centrocampisti nell’ottica del turnover per la Champions."
Roma,De Roon,,BALLOTTAGGIO,"Un giocatore così è utile se le gioca tutte, mentre così perde di appeal perché si alternerà con Cristante. Per Gasperini è un fedelissimo, al fanta rimane un low cost ma che non sarà titolare fisso."
Frosinone,Bobcek,,BALLOTTAGGIO,"Non parte come titolare inizialmente perché Raimondo ha fatto benissimo contro la Fiorentina, però ci sarà dualismo anche perché la società lo ha pagato molto."
Monza,Ngonge,,TITOLARE,"Ciryl Ngonge prova il rilancio al Monza, dove dovrebbe essere titolare. Dopo i 6 gol al Verona l’esterno d’attacco non si è più confermato, deludendo al Napoli e poi anche al Torino e all’Espanyol. Al Monza almeno giocherà, dovrebbe essere titolare."
Fiorentina,Dodò,5885,BALLOTTAGGIO,
Frosinone,Tchato,7605,BALLOTTAGGIO,
Frosinone,Fini,6506,BALLOTTAGGIO,
Juventus,Douglas Luiz,4911,BALLOTTAGGIO,
Lazio,Sutalo J.,7580,BALLOTTAGGIO,
Lazio,Provstgaard,7012,BALLOTTAGGIO,
Lazio,Pellegrini Lu.,2728,BALLOTTAGGIO,
Lecce,Ilic,5007,BALLOTTAGGIO,
Milan,Estupinan,5273,BALLOTTAGGIO,
